bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc
0.0,3800.0,,73189.0,,,,,,,,,22.254
0.0,3800.0,11543.0,46045.0,HomeImp,Self,,0.0,0.0,204.65,0.0,11.0,42.173
1.0,3900.0,29896.0,45960.0,HomeImp,Other,11.0,0.0,0.0,146.12,0.0,14.0,24.479
1.0,3900.0,14500.0,22092.0,HomeImp,Other,3.5,0.0,1.0,150.3,5.0,8.0,
0.0,3900.0,52825.0,63000.0,DebtCon,ProfEx,8.0,0.0,4.0,171.67,1.0,31.0,
0.0,3900.0,102143.0,118742.0,HomeImp,Office,2.0,0.0,0.0,85.28,0.0,13.0,29.344
1.0,3900.0,21200.0,39000.0,DebtCon,Mgr,4.0,0.0,1.0,86.57,2.0,14.0,
0.0,4000.0,105164.0,112774.0,HomeImp,Office,1.0,0.0,0.0,94.72,0.0,13.0,29.391
0.0,4000.0,54543.0,61777.0,HomeImp,Office,21.0,0.0,0.0,205.59,0.0,19.0,21.807
1.0,4000.0,,80609.0,HomeImp,Other,1.5,0.0,2.0,126.53,3.0,12.0,
1.0,4000.0,26572.0,31960.0,HomeImp,Office,11.0,0.0,0.0,117.8,0.0,8.0,41.286
1.0,4000.0,17000.0,52012.0,HomeImp,ProfEx,22.0,3.0,1.0,85.33,1.0,9.0,
1.0,4000.0,29562.0,37200.0,DebtCon,Other,6.0,0.0,0.0,92.13,1.0,26.0,
1.0,4000.0,41700.0,76725.0,HomeImp,Other,0.5,0.0,3.0,136.13,0.0,15.0,
1.0,4000.0,58000.0,69440.0,HomeImp,Other,3.5,0.0,1.0,168.67,0.0,18.0,
1.0,4000.0,5700.0,18000.0,DebtCon,Other,,0.0,0.0,12.2,0.0,17.0,
1.0,4000.0,45000.0,58350.0,HomeImp,Mgr,3.5,0.0,0.0,162.0,3.0,16.0,
1.0,4000.0,7000.0,16020.0,HomeImp,Other,18.0,0.0,1.0,85.8,2.0,23.0,
0.0,4000.0,66000.0,79050.0,HomeImp,Other,1.8,2.0,0.0,279.0,1.0,6.0,
0.0,4000.0,,45760.0,HomeImp,,0.0,0.0,0.0,,0.0,0.0,
0.0,4000.0,62000.0,78000.0,HomeImp,Other,4.0,0.0,0.0,109.57,0.0,15.0,
0.0,4000.0,64240.0,63990.0,HomeImp,Sales,5.0,2.0,0.0,160.3,1.0,23.0,
1.0,4000.0,74000.0,93000.0,HomeImp,ProfEx,2.6,1.0,3.0,186.63,,9.0,
1.0,4000.0,55000.0,59000.0,DebtCon,Other,12.0,2.0,0.0,146.1,0.0,22.0,
0.0,4000.0,67625.0,80698.0,HomeImp,Mgr,11.0,,1.0,212.35,0.0,25.0,39.129
0.0,4000.0,67533.0,71865.0,HomeImp,Mgr,10.0,,2.0,227.79,0.0,25.0,39.166
1.0,4100.0,,19132.0,HomeImp,Other,0.0,0.0,0.0,100.77,0.0,19.0,33.841
1.0,4100.0,58500.0,65000.0,HomeImp,Other,8.0,1.0,2.0,63.93,2.0,15.0,
0.0,4100.0,57992.0,63797.0,DebtCon,ProfEx,7.0,0.0,4.0,165.51,1.0,31.0,22.278
0.0,4200.0,56544.0,59218.0,HomeImp,Office,19.0,0.0,0.0,211.0,1.0,20.0,19.028
1.0,4200.0,34800.0,50225.0,HomeImp,Other,2.0,1.0,0.0,93.5,1.0,5.0,
0.0,4200.0,67700.0,77000.0,DebtCon,Sales,4.0,0.0,0.0,128.83,0.0,31.0,
0.0,4200.0,44000.0,55085.0,DebtCon,,6.0,,1.0,75.43,,16.0,
0.0,4200.0,66272.0,82953.0,HomeImp,Other,3.0,0.0,0.0,110.28,0.0,15.0,43.451
0.0,4200.0,50216.0,58541.0,HomeImp,Office,19.0,0.0,0.0,209.87,0.0,19.0,20.208
0.0,4300.0,71206.0,78698.0,DebtCon,Sales,3.0,0.0,0.0,129.93,0.0,31.0,34.181
0.0,4300.0,68815.0,79852.0,HomeImp,Other,6.0,0.0,0.0,105.12,0.0,14.0,41.806
0.0,4300.0,72021.0,80027.0,HomeImp,Other,2.0,2.0,0.0,263.97,0.0,5.0,36.432
0.0,4400.0,53969.0,63869.0,DebtCon,ProfEx,7.0,0.0,3.0,162.39,0.0,30.0,23.581
0.0,4400.0,,60250.0,,,,,,,,,
1.0,4400.0,53091.0,64074.0,DebtCon,Office,14.0,1.0,3.0,89.86,0.0,17.0,39.158
0.0,4500.0,66127.0,79087.0,HomeImp,Other,4.0,1.0,0.0,81.35,0.0,15.0,40.705
0.0,4500.0,,77182.0,,,,,,,,,25.227
1.0,4500.0,39000.0,66000.0,HomeImp,Other,1.0,0.0,0.0,170.37,1.0,19.0,
0.0,4500.0,71082.0,79247.0,HomeImp,Other,4.0,0.0,0.0,118.76,0.0,14.0,41.421
0.0,4500.0,,49044.0,HomeImp,,0.0,0.0,0.0,,0.0,0.0,11.653
1.0,4500.0,57000.0,,HomeImp,Other,5.0,,,222.6,1.0,13.0,
1.0,4500.0,34184.0,46000.0,HomeImp,Mgr,3.5,0.0,1.0,122.6,2.0,22.0,
1.0,4500.0,66517.0,87000.0,DebtCon,ProfEx,10.0,0.0,4.0,125.8,0.0,34.0,
0.0,4500.0,45500.0,50000.0,HomeImp,Other,6.0,0.0,0.0,86.17,0.0,18.0,
1.0,4500.0,118000.0,146870.0,HomeImp,ProfEx,4.5,2.0,0.0,203.87,1.0,20.0,
1.0,4500.0,90000.0,105800.0,HomeImp,Other,6.0,2.0,3.0,80.1,3.0,10.0,
0.0,4700.0,67913.0,97205.0,,Mgr,2.0,0.0,0.0,142.82,0.0,24.0,35.227
0.0,4700.0,71855.0,88566.0,HomeImp,Other,2.0,2.0,0.0,283.96,0.0,5.0,36.475
0.0,4700.0,53918.0,59511.0,DebtCon,,6.0,,0.0,54.14,,15.0,34.417
1.0,4700.0,49100.0,58238.0,HomeImp,ProfEx,0.1,0.0,0.0,61.8,2.0,17.0,
0.0,4700.0,88026.0,115506.0,HomeImp,ProfEx,6.0,0.0,0.0,182.25,0.0,27.0,29.209
1.0,4700.0,26900.0,45000.0,HomeImp,ProfEx,9.0,1.0,2.0,90.47,1.0,16.0,
0.0,4800.0,67317.0,97191.0,,Mgr,3.0,0.0,0.0,137.32,0.0,23.0,34.275
0.0,4800.0,56067.0,63102.0,DebtCon,ProfEx,9.0,0.0,3.0,160.15,1.0,30.0,21.584
0.0,4800.0,80482.0,88342.0,HomeImp,ProfEx,7.0,0.0,0.0,275.03,0.0,11.0,43.718
0.0,4900.0,58688.0,63348.0,DebtCon,ProfEx,9.0,0.0,3.0,179.16,2.0,31.0,22.544
0.0,4900.0,65873.0,90408.0,,Mgr,2.0,0.0,0.0,141.86,0.0,23.0,37.77
1.0,4900.0,25597.0,23031.0,HomeImp,Other,5.0,0.0,0.0,101.75,0.0,8.0,33.243
0.0,4900.0,67794.0,84630.0,HomeImp,Other,4.0,0.0,0.0,112.57,0.0,15.0,41.674
1.0,4900.0,44000.0,59745.0,HomeImp,Other,10.0,0.0,0.0,81.5,3.0,13.0,
0.0,4900.0,,28437.5,HomeImp,,,,,,,,
0.0,4900.0,170986.0,245300.0,DebtCon,Sales,,0.0,0.0,131.93,0.0,22.0,
1.0,4900.0,65576.0,65774.0,HomeImp,Other,6.0,1.0,2.0,61.64,1.0,14.0,40.591
0.0,4900.0,57461.0,68494.0,DebtCon,ProfEx,8.0,0.0,4.0,183.64,0.0,30.0,22.795
0.0,4900.0,,69706.0,,,,,,,,,33.706
0.0,5000.0,,34846.0,HomeImp,,,,,,,,33.355
0.0,5000.0,47479.0,61690.0,DebtCon,,5.0,,0.0,65.03,,16.0,36.699
0.0,5000.0,66839.0,87168.0,HomeImp,Other,4.0,0.0,0.0,122.6,0.0,15.0,40.617
0.0,5000.0,12457.0,53448.0,HomeImp,Self,,0.0,0.0,207.14,0.0,12.0,44.108
0.0,5000.0,90059.0,113714.0,HomeImp,ProfEx,7.0,0.0,0.0,193.64,0.0,28.0,25.897
1.0,5000.0,22320.0,34900.0,HomeImp,Other,10.0,0.0,0.0,65.7,1.0,5.0,
1.0,5000.0,40000.0,70500.0,HomeImp,Mgr,0.4,0.0,0.0,61.77,2.0,8.0,
1.0,5000.0,100882.0,102700.0,HomeImp,Mgr,5.0,0.0,1.0,58.87,0.0,16.0,
1.0,5000.0,31000.0,47350.0,HomeImp,ProfEx,12.0,,,,,,
1.0,5000.0,63125.0,126500.0,HomeImp,Office,3.0,0.0,0.0,100.3,0.0,14.0,
1.0,5000.0,100000.0,129693.5,HomeImp,Mgr,13.0,,,,,,
1.0,5000.0,,132000.0,HomeImp,Other,17.5,0.0,2.0,121.9,0.0,14.0,
1.0,5000.0,,9100.0,HomeImp,Other,1.0,0.0,0.0,54.73,2.0,8.0,
1.0,5000.0,34200.0,50830.0,HomeImp,Other,6.0,0.0,0.0,57.0,1.0,9.0,
1.0,5000.0,,71277.0,HomeImp,Other,10.0,0.0,0.0,72.43,1.0,12.0,
1.0,5000.0,123000.0,157500.0,HomeImp,Mgr,9.0,,,,,,
1.0,5000.0,16600.0,25250.0,HomeImp,Other,6.0,0.0,0.0,88.7,1.0,3.0,
1.0,5000.0,,52000.0,HomeImp,Other,,0.0,1.0,285.33,0.0,6.0,
1.0,5000.0,22700.0,34225.0,HomeImp,Other,4.0,0.0,0.0,74.63,3.0,9.0,
1.0,5000.0,6000.0,38575.0,HomeImp,Self,7.0,0.0,1.0,335.03,3.0,42.0,
1.0,5000.0,,74500.0,HomeImp,Other,19.0,,,,,,
1.0,5000.0,,94119.0,HomeImp,Other,19.0,,,,,,
0.0,5000.0,73126.0,87500.0,DebtCon,Other,1.0,0.0,0.0,125.97,2.0,10.0,
0.0,5000.0,72517.0,86250.0,DebtCon,Mgr,19.0,0.0,1.0,300.37,1.0,24.0,
0.0,5000.0,26037.0,35000.0,HomeImp,ProfEx,12.0,0.0,0.0,182.63,0.0,13.0,
0.0,5000.0,39000.0,50340.0,HomeImp,Office,10.0,,,179.83,,19.0,
0.0,5000.0,,26550.0,DebtCon,Other,1.7,0.0,0.0,276.97,1.0,14.0,
0.0,5000.0,70470.0,77908.0,DebtCon,,5.0,,,,,,
0.0,5000.0,,36375.0,HomeImp,Other,3.0,0.0,0.0,266.8,1.0,26.0,
0.0,5000.0,74225.0,89640.0,DebtCon,ProfEx,0.3,,,,,,
0.0,5000.0,,65400.0,HomeImp,Office,1.5,0.0,0.0,51.77,0.0,4.0,
1.0,5000.0,,37500.0,HomeImp,Other,,0.0,3.0,107.13,10.0,5.0,
0.0,5000.0,78565.0,98500.0,DebtCon,ProfEx,24.0,0.0,0.0,51.77,3.0,14.0,
0.0,5000.0,59900.0,80800.0,DebtCon,ProfEx,15.0,0.0,0.0,219.13,1.0,18.0,
1.0,5000.0,10171.0,26809.0,HomeImp,Office,13.0,3.0,6.0,228.3,0.0,24.0,
1.0,5000.0,78893.0,82600.0,HomeImp,Mgr,16.0,0.0,0.0,133.9,1.0,34.0,
1.0,5000.0,85165.0,107940.0,HomeImp,Mgr,6.0,5.0,3.0,122.77,5.0,28.0,
1.0,5000.0,68000.0,75616.0,DebtCon,ProfEx,0.1,0.0,0.0,131.87,0.0,30.0,
1.0,5000.0,71571.0,85100.0,DebtCon,ProfEx,1.4,0.0,1.0,82.13,0.0,13.0,
1.0,5000.0,28000.0,36810.0,DebtCon,Other,2.0,1.0,0.0,222.2,1.0,6.0,
1.0,5000.0,40000.0,32480.0,HomeImp,Other,8.0,3.0,2.0,163.37,1.0,16.0,
1.0,5000.0,81748.0,,DebtCon,ProfEx,14.0,1.0,2.0,144.07,2.0,17.0,
0.0,5000.0,44674.0,59375.0,HomeImp,Office,10.0,,,178.69,,19.0,26.448
1.0,5000.0,61999.0,75021.3,HomeImp,Other,5.0,0.0,0.0,97.1,0.0,23.0,
0.0,5000.0,80153.0,97275.0,DebtCon,Other,1.0,0.0,0.0,120.68,2.0,10.0,37.513
0.0,5000.0,68739.0,93435.0,,Mgr,3.0,0.0,0.0,148.72,0.0,23.0,36.669
0.0,5000.0,51209.0,55320.0,DebtCon,,5.0,,1.0,69.11,,15.0,35.025
1.0,5000.0,46696.0,85202.0,HomeImp,Other,2.0,1.0,2.0,148.34,0.0,14.0,46.49
0.0,5000.0,,46281.0,HomeImp,Other,2.0,0.0,0.0,257.65,0.0,26.0,40.953
0.0,5000.0,66435.0,82819.0,HomeImp,Other,2.0,0.0,0.0,125.13,0.0,14.0,42.184
0.0,5100.0,179725.0,251962.0,DebtCon,Sales,,0.0,0.0,127.5,0.0,22.0,40.308
0.0,5100.0,85583.0,115341.0,HomeImp,ProfEx,7.0,0.0,0.0,177.96,1.0,28.0,26.258
0.0,5100.0,72891.0,80691.0,HomeImp,Other,1.0,1.0,0.0,273.88,0.0,6.0,39.852
1.0,5100.0,30755.0,46735.0,HomeImp,Other,10.0,0.0,0.0,69.0,0.0,17.0,
0.0,5100.0,,26715.0,DebtCon,Other,1.0,0.0,0.0,258.79,0.0,14.0,26.722
0.0,5100.0,87258.0,121382.0,HomeImp,ProfEx,6.0,0.0,0.0,181.66,0.0,28.0,25.445
0.0,5100.0,,28291.0,DebtCon,Other,2.0,0.0,0.0,277.94,1.0,14.0,23.645
1.0,5100.0,9900.0,30451.0,HomeImp,Other,11.0,0.0,0.0,21.2,0.0,2.0,
0.0,5100.0,93000.0,116875.0,HomeImp,Other,10.0,,,417.63,2.0,50.0,
1.0,5100.0,15500.0,34000.0,DebtCon,Other,0.0,1.0,2.0,86.23,2.0,13.0,
1.0,5100.0,129319.0,141875.0,HomeImp,Sales,7.0,1.0,0.0,157.86,0.0,36.0,25.651
0.0,5100.0,66834.0,87361.0,HomeImp,Other,0.0,2.0,0.0,290.03,0.0,6.0,38.767
0.0,5100.0,73882.0,96031.0,DebtCon,Other,0.0,0.0,0.0,125.79,1.0,10.0,34.446
0.0,5100.0,74071.0,97064.0,DebtCon,Other,0.0,0.0,0.0,121.08,2.0,9.0,36.402
0.0,5100.0,62702.0,79784.0,HomeImp,Other,2.0,0.0,0.0,108.07,0.0,15.0,43.29
0.0,5200.0,,36425.0,DebtCon,Other,2.0,0.0,0.0,266.81,1.0,14.0,23.797
0.0,5200.0,67000.0,77000.0,HomeImp,Other,9.0,0.0,1.0,119.7,0.0,25.0,
0.0,5200.0,43039.0,53521.0,HomeImp,Office,11.0,,,184.3,,19.0,24.415
0.0,5200.0,19000.0,26000.0,DebtCon,Other,0.0,1.0,0.0,17.2,10.0,7.0,
1.0,5200.0,,9500.0,DebtCon,Other,1.0,0.0,1.0,81.1,1.0,2.0,
0.0,5200.0,91250.0,110000.0,HomeImp,Office,24.0,0.0,0.0,123.77,1.0,12.0,
0.0,5200.0,16324.0,45187.0,HomeImp,Self,,0.0,0.0,221.12,0.0,11.0,42.712
1.0,5200.0,40564.0,39527.0,HomeImp,Other,0.0,0.0,0.0,157.77,1.0,13.0,72.67
0.0,5300.0,73698.0,84427.0,DebtCon,,4.0,,,,,,19.131
0.0,5300.0,66987.0,65111.0,HomeImp,Sales,4.0,1.0,0.0,175.33,1.0,22.0,40.443
1.0,5300.0,26908.0,36078.0,HomeImp,Other,,0.0,0.0,302.36,0.0,8.0,39.197
0.0,5300.0,,49396.0,HomeImp,,0.0,0.0,0.0,,0.0,0.0,12.044
0.0,5300.0,44993.0,50673.0,HomeImp,Office,7.0,,,184.74,,18.0,27.906
1.0,5300.0,51000.0,64000.0,HomeImp,Mgr,10.0,1.0,0.0,98.33,0.0,12.0,
0.0,5300.0,75958.0,91703.0,DebtCon,Other,0.0,0.0,0.0,124.18,1.0,10.0,34.599
0.0,5300.0,97132.0,117343.0,HomeImp,Office,22.0,0.0,0.0,109.93,1.0,11.0,35.839
0.0,5300.0,60826.0,80826.0,HomeImp,Mgr,10.0,,1.0,212.89,0.0,25.0,38.591
0.0,5300.0,83552.0,96809.0,DebtCon,ProfEx,0.0,,,,,,28.424
0.0,5300.0,47449.0,63895.0,HomeImp,Office,19.0,0.0,0.0,208.16,0.0,20.0,19.762
0.0,5300.0,50934.0,62957.0,HomeImp,Office,21.0,0.0,0.0,197.24,0.0,20.0,19.351
0.0,5400.0,53429.0,64505.0,DebtCon,,5.0,,0.0,69.54,,16.0,36.48
0.0,5400.0,,65474.0,HomeImp,Office,1.0,0.0,0.0,40.71,0.0,4.0,37.849
0.0,5400.0,47844.0,52040.0,HomeImp,Office,8.0,,,189.03,,18.0,24.701
1.0,5400.0,45509.0,57453.0,DebtCon,Sales,4.0,0.0,0.0,95.6,0.0,22.0,
1.0,5400.0,59720.0,63450.0,HomeImp,ProfEx,5.0,0.0,1.0,199.9,1.0,20.0,
0.0,5400.0,86922.0,119846.0,HomeImp,ProfEx,5.0,0.0,0.0,185.08,1.0,28.0,26.355
0.0,5400.0,68625.0,82304.0,DebtCon,Sales,2.0,0.0,0.0,136.63,0.0,30.0,32.05
0.0,5400.0,65814.0,85848.0,HomeImp,Other,4.0,0.0,0.0,122.94,0.0,15.0,44.092
0.0,5400.0,,75254.0,,,,,,,,,23.164
1.0,5400.0,78300.0,88000.0,HomeImp,ProfEx,8.0,0.0,0.0,102.5,3.0,19.0,
0.0,5400.0,48152.0,55760.0,DebtCon,,6.0,,0.0,78.45,,16.0,35.764
0.0,5500.0,70481.0,82446.0,HomeImp,Other,8.0,0.0,1.0,116.59,0.0,24.0,37.613
0.0,5500.0,,35402.0,HomeImp,,,,,,,,35.272
0.0,5500.0,87765.0,101053.0,DebtCon,ProfEx,22.0,0.0,0.0,55.56,2.0,13.0,31.376
0.0,5500.0,52897.0,65054.0,HomeImp,Office,20.0,0.0,0.0,189.3,0.0,19.0,20.654
1.0,5500.0,24700.0,35675.0,DebtCon,Other,1.0,0.0,3.0,153.93,3.0,27.0,
1.0,5500.0,,43132.0,HomeImp,Other,,,,,,,
0.0,5500.0,43486.0,81600.0,DebtCon,,4.0,0.0,0.0,216.13,4.0,30.0,
1.0,5500.0,21359.0,30000.0,DebtCon,Other,7.0,3.0,2.0,130.8,3.0,14.0,
1.0,5500.0,,13770.0,HomeImp,Mgr,5.0,0.0,1.0,167.37,1.0,8.0,
0.0,5500.0,93051.0,115374.0,HomeImp,ProfEx,6.0,0.0,0.0,187.02,1.0,27.0,27.647
0.0,5500.0,87438.0,116679.0,HomeImp,ProfEx,6.0,0.0,0.0,186.42,1.0,27.0,28.418
0.0,5500.0,78059.0,78179.0,DebtCon,,5.0,,,,,,20.679
0.0,5500.0,72147.0,69918.0,HomeImp,Sales,4.0,2.0,0.0,158.53,0.0,23.0,43.404
1.0,5500.0,40584.0,46645.0,HomeImp,Other,4.0,0.0,1.0,136.32,0.0,13.0,34.495
1.0,5500.0,,12972.0,HomeImp,Other,1.0,0.0,1.0,82.29,0.0,2.0,36.987
1.0,5500.0,37368.0,48502.0,HomeImp,Mgr,9.0,0.0,2.0,49.0,0.0,10.0,33.126
0.0,5500.0,,66251.0,HomeImp,Office,1.0,0.0,0.0,43.72,0.0,3.0,41.452
0.0,5500.0,71644.0,72696.0,HomeImp,Sales,4.0,2.0,0.0,150.87,0.0,22.0,40.443
1.0,5500.0,85845.0,122205.0,DebtCon,ProfEx,5.0,0.0,0.0,172.21,1.0,26.0,32.677
0.0,5600.0,53793.0,66379.0,HomeImp,Office,22.0,0.0,0.0,206.1,0.0,19.0,18.37
0.0,5600.0,69435.0,83489.0,DebtCon,ProfEx,14.0,0.0,0.0,200.42,1.0,17.0,22.841
0.0,5600.0,29648.0,39907.0,HomeImp,ProfEx,11.0,0.0,0.0,180.56,0.0,13.0,21.555
0.0,5600.0,76407.0,77485.0,HomeImp,Other,9.0,0.0,0.0,91.68,0.0,24.0,37.773
1.0,5600.0,5000.0,66700.0,HomeImp,Other,31.0,1.0,1.0,204.07,0.0,11.0,
1.0,5600.0,55160.0,86800.0,HomeImp,Other,3.0,1.0,1.0,148.13,1.0,14.0,
0.0,5600.0,41439.0,53893.0,HomeImp,Office,8.0,,,181.32,,19.0,24.651
0.0,5600.0,15275.0,47954.0,HomeImp,Self,,0.0,0.0,204.34,0.0,12.0,42.398
0.0,5700.0,100934.0,111496.0,HomeImp,Office,23.0,0.0,0.0,117.5,0.0,12.0,38.751
