bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc
1.0,5000.0,100882.0,102700.0,0.2271931469108769,0.23788721791605466,5.0,0.0,1.0,58.87,0.0,16.0,33.7
0.0,31000.0,51370.0,103298.0,0.1879128813152543,0.12400911923012278,0.0,0.0,0.0,175.61,2.0,25.0,38.09
0.0,17800.0,8642.0,88369.0,0.2271931469108769,0.23181117738730445,13.0,0.0,0.0,265.02,0.0,22.0,26.48
0.0,22400.0,89985.0,121601.0,0.2271931469108769,0.23788721791605466,11.0,0.0,0.0,111.98,2.0,24.0,30.99
0.0,12900.0,105638.0,112608.0,0.1879128813152543,0.23181117738730445,17.0,0.0,2.0,208.31,2.0,16.0,39.68
0.0,20400.0,153958.0,195834.0,0.1879128813152543,0.23181117738730445,9.0,0.0,0.0,320.67,1.0,15.0,31.14
0.0,12300.0,35651.0,59795.0,0.2271931469108769,0.23181117738730445,22.0,0.0,0.0,118.65,0.0,23.0,40.66
0.0,15000.0,54261.0,88000.0,0.18525054533612537,0.17550961812424787,10.0,0.0,0.0,187.59,1.0,16.0,24.89
0.0,13000.0,72931.0,96803.0,0.1879128813152543,0.23181117738730445,6.0,0.0,0.0,208.67,2.0,18.0,41.05
0.0,12100.0,50150.0,65565.0,0.1879128813152543,0.23181117738730445,4.0,0.0,0.0,166.23,0.0,13.0,26.64
0.0,8400.0,80490.0,93028.0,0.1879128813152543,0.17550961812424787,0.0,3.0,0.0,139.3,0.0,5.0,29.47
0.0,18000.0,41814.0,62845.0,0.2271931469108769,0.23181117738730445,27.0,0.0,0.0,244.88,0.0,14.0,23.54
0.0,11700.0,59506.0,85000.0,0.1879128813152543,0.23181117738730445,3.0,0.0,0.0,37.57,2.0,4.0,24.44
0.0,23500.0,190239.0,233603.0,0.1879128813152543,0.17550961812424787,3.0,0.0,0.0,285.33,0.0,27.0,39.92
0.0,13300.0,66174.0,79957.0,0.1879128813152543,0.23181117738730445,2.0,0.0,0.0,175.96,2.0,34.0,31.56
0.0,22800.0,64886.5,97634.0,0.2271931469108769,0.23181117738730445,8.0,0.0,0.0,177.57,1.0,16.0,40.77
0.0,25600.0,144616.0,211230.0,0.2271931469108769,0.17550961812424787,7.0,0.0,0.0,199.09,0.0,27.0,39.0
1.0,25600.0,105480.0,126389.0,0.1879128813152543,0.23788721791605466,25.0,0.0,2.0,307.4,2.0,35.0,36.76
0.0,19200.0,31307.0,60202.0,0.1879128813152543,0.17550961812424787,18.0,0.0,0.0,170.58,1.0,20.0,35.6
0.0,9700.0,45907.0,57507.0,0.1879128813152543,0.23181117738730445,6.0,0.0,0.0,81.23,0.0,11.0,29.04
0.0,10500.0,41467.0,58329.0,0.1879128813152543,0.23788721791605466,2.0,0.0,0.0,187.71,0.0,22.0,27.86
0.0,18400.0,62300.0,95869.0,0.1879128813152543,0.23181117738730445,2.0,0.0,0.0,172.76,1.0,31.0,35.19
0.0,30900.0,230978.0,291013.0,0.1879128813152543,0.17550961812424787,12.0,0.0,1.0,268.39,1.0,26.0,26.25
1.0,5300.0,26908.0,36078.0,0.2271931469108769,0.23181117738730445,8.85,0.0,0.0,302.36,0.0,8.0,39.2
0.0,22200.0,138121.0,180144.0,0.1879128813152543,0.17550961812424787,22.0,0.0,0.0,240.7,1.0,24.0,40.62
1.0,11000.0,77517.0,86214.0,0.2271931469108769,0.17550961812424787,2.0,2.0,0.0,352.38,0.0,28.0,28.03
0.0,7100.0,57863.0,70969.0,0.1879128813152543,0.23181117738730445,0.0,0.0,0.0,65.87,7.0,21.0,26.83
0.0,5000.0,47479.0,61690.0,0.1879128813152543,0.07933623280140166,5.0,0.0,0.0,65.03,0.0,16.0,36.7
0.0,19600.0,64000.0,90000.0,0.1879128813152543,0.23788721791605466,9.0,0.0,0.0,195.8,2.0,19.0,35.01
0.0,12400.0,39237.13,65317.0,0.2271931469108769,0.23181117738730445,0.77,0.0,0.0,349.28,0.0,6.0,35.71
0.0,15300.0,84989.0,98781.0,0.2271931469108769,0.12400911923012278,5.05,0.0,0.0,184.55,0.0,25.0,43.02
0.0,27900.0,50988.0,81533.0,0.1879128813152543,0.12400911923012278,1.0,0.0,0.0,167.61,2.0,18.0,40.62
0.0,18400.0,48970.0,69559.0,0.1879128813152543,0.17550961812424787,20.0,0.0,0.0,178.02,0.0,23.0,39.71
0.0,20600.0,138918.0,175989.0,0.1879128813152543,0.17550961812424787,5.0,0.0,0.0,189.96,4.0,42.0,40.86
0.0,8500.0,64665.0,72376.0,0.2271931469108769,0.23181117738730445,4.0,0.0,0.0,70.93,3.0,20.0,40.31
0.0,9700.0,8852.0,60599.0,0.2271931469108769,0.23181117738730445,7.0,2.0,1.0,359.1,1.0,21.0,16.87
0.0,12900.0,88304.0,122178.0,0.1879128813152543,0.12400911923012278,10.0,0.0,0.0,223.45,0.0,12.0,41.43
0.0,4800.0,80482.0,88342.0,0.2271931469108769,0.17550961812424787,7.0,0.0,0.0,275.03,0.0,11.0,43.72
0.0,12200.0,57112.0,76050.0,0.1879128813152543,0.23181117738730445,1.0,0.0,0.0,235.23,0.0,9.0,35.11
0.0,26800.0,139309.0,166621.0,0.1879128813152543,0.23181117738730445,5.0,0.0,0.0,217.21,0.0,20.0,35.19
1.0,5900.0,25972.0,41856.0,0.1879128813152543,0.23181117738730445,2.0,0.0,2.0,157.96,3.0,27.0,40.63
0.0,13200.0,71775.0,80480.0,0.1879128813152543,0.23181117738730445,0.0,0.0,0.0,240.64,3.0,25.0,29.27
0.0,21300.0,74081.0,102810.0,0.1879128813152543,0.12400911923012278,9.0,0.0,0.0,200.91,1.0,12.0,31.16
1.0,5400.0,45509.0,57453.0,0.1879128813152543,0.33547707890257206,4.0,0.0,0.0,95.6,0.0,22.0,28.87
0.0,11400.0,112930.0,144830.0,0.1879128813152543,0.17550961812424787,2.0,0.0,0.0,271.24,1.0,46.0,33.25
0.0,20800.0,107379.0,147014.0,0.2271931469108769,0.17550961812424787,10.0,0.0,0.0,161.54,1.0,22.0,31.92
0.0,25100.0,21490.0,71571.0,0.1879128813152543,0.23181117738730445,9.6,1.0,1.0,101.93,1.0,25.0,30.44
0.0,8300.0,47000.0,78320.0,0.2271931469108769,0.23181117738730445,18.0,0.0,0.0,195.83,1.0,17.0,28.47
0.0,27300.0,135823.0,185416.0,0.1879128813152543,0.23788721791605466,1.0,0.0,0.0,135.36,0.0,38.0,32.8
0.0,15300.0,62094.0,96938.0,0.18525054533612537,0.17550961812424787,9.0,0.0,0.0,90.58,0.0,15.0,25.41
1.0,16100.0,33209.0,52000.0,0.1879128813152543,0.23181117738730445,8.0,0.0,0.0,91.3,1.0,15.0,49.19
1.0,10800.0,64305.0,107374.0,0.1879128813152543,0.17550961812424787,9.0,0.0,0.0,97.86,0.0,36.0,37.0
0.0,16600.0,77380.0,123638.0,0.18525054533612537,0.07933623280140166,12.02,0.0,0.0,191.36,4.0,25.0,34.12
1.0,4700.0,26900.0,45000.0,0.2271931469108769,0.17550961812424787,9.0,1.0,2.0,90.47,1.0,16.0,29.46
0.0,22900.0,131767.0,174684.0,0.18525054533612537,0.23788721791605466,24.0,0.0,4.0,329.65,1.0,28.0,32.36
0.0,15500.0,74761.0,92729.0,0.1879128813152543,0.17550961812424787,9.0,0.0,1.0,339.09,2.0,42.0,37.48
0.0,11300.0,24877.05,28600.0,0.2271931469108769,0.12400911923012278,20.0,0.0,0.0,190.03,0.0,15.0,39.01
0.0,22700.0,35261.0,54701.0,0.2271931469108769,0.27017174466631116,3.0,0.0,0.0,134.11,2.0,11.0,24.52
0.0,21300.0,28463.0,47537.0,0.1879128813152543,0.23181117738730445,1.0,0.0,0.0,317.3,0.0,24.0,37.17
0.0,18700.0,68196.0,89641.0,0.1879128813152543,0.23181117738730445,0.0,2.0,1.0,112.98,1.0,26.0,34.42
0.0,20000.0,30000.0,46500.0,0.2271931469108769,0.27017174466631116,5.0,1.0,0.0,127.6,2.0,11.0,26.94
0.0,14800.0,73887.0,109451.0,0.1879128813152543,0.23181117738730445,6.0,0.0,0.0,81.31,2.0,13.0,33.98
0.0,19300.0,99714.0,126965.0,0.2271931469108769,0.23788721791605466,0.0,0.0,1.0,301.75,1.0,20.0,43.29
0.0,65200.0,71061.0,141666.0,0.2271931469108769,0.12400911923012278,10.0,0.0,1.0,134.68,0.0,11.0,43.57
0.0,11900.0,117550.0,144178.0,0.1879128813152543,0.17550961812424787,15.0,0.0,1.0,170.95,1.0,32.0,29.1
0.0,5400.0,47844.0,52040.0,0.2271931469108769,0.12400911923012278,8.0,0.0,0.0,189.03,1.0,18.0,24.7
1.0,50000.0,38000.0,96580.57,0.1879128813152543,0.17550961812424787,26.0,7.0,6.0,150.2,0.0,25.0,38.99
1.0,13700.0,74147.0,92427.0,0.1879128813152543,0.23181117738730445,7.0,0.0,3.0,181.31,0.0,33.0,39.27
1.0,27000.0,79218.0,115721.0,0.1879128813152543,0.23181117738730445,9.0,0.0,0.0,280.34,0.0,35.0,33.23
1.0,23000.0,72638.0,109183.0,0.1879128813152543,0.17550961812424787,2.0,0.0,0.0,177.61,2.0,22.0,48.28
0.0,11800.0,38825.0,51984.0,0.1879128813152543,0.23181117738730445,8.27,0.0,0.0,82.53,0.0,14.0,40.88
0.0,19900.0,128219.0,162012.0,0.1879128813152543,0.12400911923012278,1.0,0.0,0.0,374.02,0.0,52.0,37.89
0.0,10700.0,54091.0,67661.0,0.2271931469108769,0.23181117738730445,27.0,0.0,2.0,188.53,0.0,24.0,38.59
0.0,9800.0,54861.0,71138.0,0.2271931469108769,0.23181117738730445,4.0,0.0,0.0,258.33,2.0,16.0,36.04
1.0,20000.0,117820.0,154000.0,0.1879128813152543,0.23788721791605466,3.0,0.0,0.0,71.0,0.0,29.0,47.86
0.0,22300.0,60513.0,111713.0,0.1879128813152543,0.17550961812424787,15.0,0.0,3.0,291.62,1.0,35.0,27.7
0.0,9300.0,58051.0,65334.0,0.1879128813152543,0.23788721791605466,6.0,0.0,0.0,113.28,2.0,23.0,41.86
0.0,15200.0,43961.0,62171.0,0.1879128813152543,0.23181117738730445,11.14,0.0,0.0,124.81,1.0,18.0,39.58
1.0,5900.0,31087.59,33100.0,0.2271931469108769,0.23181117738730445,6.5,0.0,0.0,238.6,1.0,2.0,27.29
1.0,22000.0,96127.0,122000.0,0.1879128813152543,0.23788721791605466,24.0,0.0,2.0,301.3,3.0,36.0,37.8
0.0,15000.0,84832.0,107207.0,0.2271931469108769,0.23181117738730445,19.0,0.0,0.0,124.45,4.0,23.0,28.56
0.0,14900.0,85486.0,97795.0,0.2271931469108769,0.12400911923012278,4.57,0.0,0.0,173.01,1.0,26.0,41.58
1.0,23500.0,54816.0,87000.0,0.1879128813152543,0.23181117738730445,3.5,0.0,1.0,223.2,0.0,17.0,24.1
0.0,18400.0,99902.0,125249.0,0.1879128813152543,0.12400911923012278,26.0,0.0,0.0,294.42,2.0,16.0,33.49
0.0,15300.0,77069.0,104534.0,0.1879128813152543,0.17550961812424787,0.0,0.0,0.0,276.92,2.0,21.0,39.24
0.0,14500.0,67956.0,80318.0,0.1879128813152543,0.23181117738730445,1.0,0.0,0.0,233.4,2.0,26.0,31.32
0.0,20800.0,46434.0,68490.0,0.1879128813152543,0.12400911923012278,6.0,0.0,0.0,171.28,2.0,26.0,36.0
1.0,21000.0,99611.22,55000.0,0.1879128813152543,0.23181117738730445,7.0,1.0,3.0,139.44,1.0,31.0,37.45
1.0,32900.0,54442.12,55657.0,0.18525054533612537,0.07933623280140166,1.0,1.0,3.0,210.01,10.0,15.0,1.91
0.0,50900.0,6234.87,85196.0,0.2271931469108769,0.23181117738730445,9.58,0.0,0.0,351.45,0.0,6.0,21.6
1.0,15100.0,54000.0,77542.0,0.2271931469108769,0.17550961812424787,13.0,1.0,1.0,122.57,1.0,26.0,31.38
0.0,8400.0,35240.0,54314.0,0.1879128813152543,0.12400911923012278,8.0,0.0,0.0,210.58,1.0,22.0,32.57
0.0,38900.0,200731.0,269450.0,0.1879128813152543,0.17550961812424787,3.0,0.0,0.0,237.34,0.0,32.0,29.29
0.0,25400.0,82553.0,107422.0,0.1879128813152543,0.23788721791605466,9.0,1.0,0.0,305.76,2.0,29.0,32.72
0.0,14600.0,86199.0,95034.0,0.2271931469108769,0.12400911923012278,4.16,0.0,0.0,164.3,1.0,25.0,41.55
0.0,45700.0,118247.0,174711.0,0.1879128813152543,0.27017174466631116,11.0,0.0,0.0,170.65,0.0,5.0,37.73
0.0,13300.0,44509.0,72292.0,0.2271931469108769,0.17550961812424787,3.0,0.0,0.0,208.92,3.0,17.0,37.06
0.0,21000.0,81848.0,109860.0,0.1879128813152543,0.23181117738730445,7.66,0.0,0.0,173.79,1.0,24.0,40.06
0.0,11500.0,104790.0,122169.0,0.18525054533612537,0.12400911923012278,16.0,1.0,0.0,266.12,0.0,16.0,34.08
0.0,16900.0,31143.0,75125.0,0.2271931469108769,0.23181117738730445,1.87,1.0,0.0,237.18,0.0,49.0,42.13
0.0,17100.0,22162.0,128989.0,0.1879128813152543,0.23181117738730445,11.0,0.0,0.0,368.0,0.0,9.0,40.64
0.0,31500.0,10879.0,58089.0,0.1879128813152543,0.23181117738730445,0.0,0.0,0.0,94.25,0.0,5.0,38.66
1.0,2000.0,20627.0,29800.0,0.2271931469108769,0.12400911923012278,11.0,0.0,1.0,122.53,1.0,9.0,32.54
0.0,23900.0,21549.0,49842.0,0.1879128813152543,0.23181117738730445,25.0,0.0,0.0,300.3,0.0,12.0,30.2
0.0,11300.0,33517.96,66345.0,0.2271931469108769,0.23181117738730445,1.82,0.0,0.0,357.14,0.0,6.0,34.6
0.0,10000.0,147234.0,175300.0,0.2271931469108769,0.12400911923012278,6.0,0.0,0.0,192.77,1.0,56.0,31.86
1.0,11600.0,57939.0,69774.0,0.1879128813152543,0.23788721791605466,5.0,0.0,0.0,91.99,0.0,12.0,72.26
0.0,14600.0,28050.0,49244.0,0.2271931469108769,0.23181117738730445,9.0,0.0,0.0,122.12,1.0,9.0,20.83
0.0,22000.0,81668.0,123978.0,0.1879128813152543,0.23181117738730445,8.0,0.0,0.0,285.14,1.0,16.0,37.42
0.0,16400.0,119879.0,128546.0,0.1879128813152543,0.07933623280140166,16.0,0.0,0.0,183.0,0.0,17.0,40.85
0.0,22300.0,21571.0,42590.0,0.1879128813152543,0.23181117738730445,25.0,0.0,0.0,297.67,0.0,13.0,33.12
1.0,12600.0,72854.0,86209.0,0.18525054533612537,0.17550961812424787,2.0,0.0,0.0,118.07,0.0,14.0,36.05
0.0,14000.0,92583.0,114379.0,0.1879128813152543,0.23181117738730445,10.0,0.0,0.0,169.45,0.0,27.0,34.13
0.0,10200.0,44000.0,57000.0,0.1879128813152543,0.23181117738730445,0.0,1.0,0.0,191.73,2.0,13.0,21.35
0.0,18100.0,57864.0,164069.0,0.1879128813152543,0.17550961812424787,19.0,0.0,0.0,247.55,0.0,27.0,21.47
1.0,16400.0,54818.0,74447.0,0.1879128813152543,0.12400911923012278,3.0,2.0,3.0,208.09,1.0,50.0,41.96
0.0,11900.0,56443.0,86913.0,0.1879128813152543,0.12400911923012278,12.0,0.0,0.0,119.86,0.0,24.0,38.86
1.0,13300.0,25698.0,58760.0,0.2271931469108769,0.27017174466631116,15.0,0.0,0.0,147.91,1.0,10.0,30.96
0.0,21900.0,66859.0,104878.0,0.1879128813152543,0.12400911923012278,7.0,0.0,1.0,116.53,1.0,18.0,38.88
0.0,10200.0,16322.0,86505.0,0.1879128813152543,0.23181117738730445,8.0,0.0,0.0,259.16,0.0,14.0,21.25
0.0,28000.0,59775.0,87390.0,0.1879128813152543,0.23181117738730445,8.0,0.0,0.0,138.49,3.0,30.0,41.54
1.0,22400.0,25585.0,54049.0,0.18525054533612537,0.17550961812424787,20.0,0.0,0.0,251.36,0.0,19.0,25.2
0.0,21100.0,48624.0,83448.0,0.18525054533612537,0.07933623280140166,8.04,0.0,0.0,181.34,1.0,25.0,39.67
0.0,16200.0,25329.0,37433.0,0.1879128813152543,0.17550961812424787,21.0,1.0,0.0,207.16,2.0,16.0,32.72
1.0,25000.0,46451.0,89600.0,0.1879128813152543,0.12400911923012278,10.0,1.0,2.0,95.37,2.0,15.0,35.08
0.0,21700.0,20627.0,52040.0,0.1879128813152543,0.23181117738730445,26.0,0.0,2.0,199.99,0.0,25.0,27.12
1.0,32400.0,103000.0,149500.0,0.1879128813152543,0.23788721791605466,12.0,1.0,0.0,88.23,2.0,38.0,42.58
0.0,15000.0,89126.0,118300.0,0.1879128813152543,0.12400911923012278,0.4,0.0,3.0,263.17,1.0,30.0,34.55
0.0,9800.0,47126.0,57365.0,0.1879128813152543,0.23181117738730445,0.0,0.0,1.0,91.14,0.0,19.0,38.66
0.0,28800.0,88670.81,121560.0,0.1879128813152543,0.23788721791605466,8.0,1.0,0.0,175.21,0.0,26.0,31.61
0.0,12000.0,36072.0,62960.0,0.1879128813152543,0.17550961812424787,8.0,0.0,0.0,288.53,0.0,16.0,22.42
0.0,11700.0,68059.0,86216.0,0.1879128813152543,0.23181117738730445,3.0,0.0,0.0,175.66,1.0,35.0,30.25
0.0,19400.0,52677.0,80424.0,0.1879128813152543,0.23788721791605466,9.0,2.0,0.0,65.85,2.0,28.0,34.95
0.0,10100.0,93085.0,110069.0,0.1879128813152543,0.23181117738730445,13.0,0.0,0.0,206.8,3.0,16.0,40.57
1.0,20900.0,66575.0,79416.0,0.1879128813152543,0.17550961812424787,13.0,2.0,1.0,107.27,7.0,28.0,28.38
0.0,24600.0,135278.0,164559.0,0.1879128813152543,0.23181117738730445,5.0,1.0,0.0,225.37,0.0,20.0,34.08
1.0,12900.0,94000.0,58125.8,0.1879128813152543,0.12400911923012278,8.0,0.0,1.0,205.93,0.0,19.0,36.56
0.0,16700.0,5106.0,93277.0,0.2271931469108769,0.23181117738730445,14.0,0.0,0.0,269.96,0.0,23.0,29.88
0.0,15900.0,102564.0,120724.0,0.1879128813152543,0.17550961812424787,0.0,0.0,0.0,125.83,0.0,30.0,37.99
1.0,5000.0,81748.0,55989.63,0.1879128813152543,0.17550961812424787,14.0,1.0,2.0,144.07,2.0,17.0,26.29
0.0,88800.0,53307.0,94058.0,0.1879128813152543,0.23181117738730445,16.0,0.0,0.0,218.3,0.0,15.0,34.24
0.0,42800.0,7382.0,71331.0,0.2271931469108769,0.12400911923012278,9.86,0.0,0.0,321.78,0.0,19.0,16.55
1.0,19900.0,93619.0,130000.0,0.1879128813152543,0.12400911923012278,9.0,2.0,5.0,210.97,2.0,18.0,34.88
1.0,15000.0,116400.0,146450.0,0.1879128813152543,0.23181117738730445,17.5,0.0,1.0,255.67,1.0,29.0,36.73
0.0,15400.0,48275.0,69427.0,0.1879128813152543,0.17550961812424787,17.0,0.0,0.0,202.55,0.0,15.0,23.16
0.0,8400.0,78089.0,90660.0,0.1879128813152543,0.23788721791605466,9.0,0.0,0.0,118.64,0.0,22.0,27.09
0.0,19500.0,9475.0,30000.0,0.1879128813152543,0.23181117738730445,0.0,1.0,0.0,33.47,2.0,4.0,31.03
0.0,20400.0,41985.0,100096.0,0.2271931469108769,0.23181117738730445,4.0,0.0,0.0,141.03,0.0,14.0,32.93
1.0,77200.0,83962.0,215000.0,0.2271931469108769,0.27017174466631116,8.0,1.0,2.0,71.53,3.0,14.0,52.73
0.0,18900.0,82537.0,117610.0,0.1879128813152543,0.23788721791605466,16.0,0.0,0.0,233.85,5.0,30.0,39.06
0.0,12600.0,71370.0,90316.0,0.2271931469108769,0.12400911923012278,26.0,0.0,0.0,162.36,2.0,14.0,39.88
0.0,8600.0,14762.0,66271.0,0.2271931469108769,0.12400911923012278,25.0,0.0,0.0,318.15,1.0,13.0,42.28
0.0,11800.0,86785.0,125552.0,0.1879128813152543,0.12400911923012278,11.0,0.0,0.0,148.18,1.0,22.0,37.88
0.0,8200.0,135929.0,200275.0,0.1879128813152543,0.17550961812424787,0.0,0.0,0.0,69.62,1.0,23.0,37.8
0.0,18900.0,101289.0,127485.0,0.2271931469108769,0.23788721791605466,0.0,0.0,0.0,319.25,0.0,19.0,42.72
0.0,17900.0,68779.0,98623.0,0.1879128813152543,0.23788721791605466,1.0,0.0,0.0,83.86,0.0,17.0,26.41
0.0,22700.0,101728.58,132297.0,0.2271931469108769,0.23181117738730445,1.0,0.0,0.0,309.45,3.0,20.0,29.37
0.0,24400.0,95843.0,123377.0,0.1879128813152543,0.27017174466631116,2.0,0.0,0.0,201.98,1.0,26.0,32.9
0.0,16100.0,76981.0,106014.0,0.1879128813152543,0.17550961812424787,0.0,0.0,0.0,269.34,1.0,21.0,39.8
0.0,15300.0,33113.0,57991.0,0.1879128813152543,0.23181117738730445,4.0,0.0,0.0,122.58,1.0,16.0,40.57
1.0,12800.0,81030.0,100333.0,0.1879128813152543,0.23788721791605466,11.0,0.0,1.0,80.15,4.0,29.0,42.32
0.0,7000.0,46238.0,66842.0,0.1879128813152543,0.12400911923012278,4.0,0.0,0.0,90.38,3.0,11.0,36.31
0.0,27400.0,195497.0,246354.0,0.1879128813152543,0.23181117738730445,8.0,0.0,0.0,89.26,1.0,25.0,39.66
0.0,8000.0,75690.0,96517.0,0.1879128813152543,0.17550961812424787,1.0,1.0,0.0,144.15,1.0,18.0,27.34
1.0,41700.0,63674.61,854112.0,0.2271931469108769,0.23181117738730445,16.0,0.0,0.0,180.61,0.0,23.0,42.07
0.0,15600.0,83758.0,106992.0,0.2271931469108769,0.17550961812424787,3.0,0.0,0.0,127.67,1.0,24.0,39.02
0.0,15100.0,101378.0,143229.0,0.2271931469108769,0.17550961812424787,12.0,0.0,0.0,129.54,4.0,21.0,36.78
0.0,15100.0,127045.0,163833.0,0.1879128813152543,0.12400911923012278,4.0,0.0,0.0,135.98,0.0,21.0,25.86
1.0,7000.0,27290.0,63500.0,0.2271931469108769,0.12400911923012278,6.0,0.0,1.0,244.72,1.0,17.0,30.77
0.0,17500.0,61524.0,87188.0,0.2271931469108769,0.17550961812424787,3.0,0.0,0.0,115.81,1.0,13.0,25.4
0.0,13600.0,7627.0,59173.0,0.2271931469108769,0.23181117738730445,7.0,2.0,0.0,362.51,1.0,22.0,14.27
0.0,11100.0,56999.0,67427.0,0.2271931469108769,0.23181117738730445,8.0,0.0,0.0,139.51,0.0,16.0,35.89
0.0,28100.0,86778.0,110851.0,0.1879128813152543,0.12400911923012278,9.0,0.0,0.0,398.4,0.0,44.0,41.04
1.0,36500.0,84978.0,125000.0,0.1879128813152543,0.27017174466631116,10.0,0.0,1.0,213.07,0.0,64.0,56.1
0.0,18000.0,94554.0,119000.0,0.2271931469108769,0.23788721791605466,1.0,0.0,1.0,308.47,1.0,20.0,38.77
0.0,31000.0,133471.0,188154.0,0.1879128813152543,0.17550961812424787,0.0,0.0,0.0,218.54,2.0,18.0,40.32
0.0,23700.0,62949.0,99295.0,0.2271931469108769,0.12400911923012278,15.0,0.0,0.0,145.36,0.0,14.0,36.03
